store,item,sales
1,1,12.17663002933163
1,1,14.195066708609593
1,1,14.160874545509532
1,1,14.41694177523543
1,1,17.208042557757604
1,1,17.897501513282702
1,1,20.92640457135294
1,1,12.17663002933163
1,1,14.195066708609593
1,1,14.160874545509532
1,1,14.41694177523543
1,1,17.208042557757604
1,1,17.897501513282702
1,1,20.92640457135294
1,1,12.17663002933163
1,1,14.195066708609593
1,1,14.160874545509532
1,1,14.41694177523543
1,1,17.208042557757604
1,1,17.897501513282702
1,1,20.92640457135294
1,1,12.17663002933163
1,1,14.195066708609593
1,1,14.160874545509532
1,1,14.41694177523543
1,1,17.208042557757604
1,1,17.897501513282702
1,1,20.92640457135294
1,1,12.17663002933163
1,1,14.195066708609593
1,1,14.160874545509532
1,1,16.07411084120256
1,1,17.689043361047887
1,1,18.32474393082389
1,1,21.29108645319659
1,1,12.496472015847528
1,1,15.854853071710274
1,1,16.360745503839546
1,1,16.07411084120256
1,1,17.689043361047887
1,1,18.32474393082389
1,1,21.29108645319659
1,1,12.496472015847528
1,1,15.854853071710274
1,1,16.360745503839546
1,1,16.07411084120256
1,1,17.689043361047887
1,1,18.32474393082389
1,1,21.29108645319659
1,1,12.496472015847528
1,1,15.854853071710274
1,1,16.360745503839546
1,1,16.07411084120256
1,1,17.689043361047887
1,1,18.32474393082389
1,1,21.29108645319659
1,1,12.496472015847528
1,1,15.854853071710274
1,1,16.360745503839546
1,1,18.740410863325664
1,1,19.08750120186681
1,1,18.322563605855795
1,1,20.78044048435113
1,1,15.758525463110198
1,1,16.723767151788252
1,1,18.390689620426535
1,1,18.740410863325664
1,1,19.08750120186681
1,1,18.322563605855795
1,1,20.78044048435113
1,1,15.758525463110198
1,1,16.723767151788252
1,1,18.390689620426535
1,1,18.740410863325664
1,1,19.08750120186681
1,1,18.322563605855795
1,1,20.78044048435113
1,1,15.758525463110198
1,1,16.723767151788252
1,1,18.390689620426535
1,1,18.740410863325664
1,1,19.08750120186681
1,1,18.322563605855795
1,1,20.78044048435113
1,1,15.758525463110198
1,1,16.723767151788252
1,1,18.390689620426535
1,1,18.740410863325664
1,1,19.08750120186681
1,1,18.322563605855795
2,1,17.409316792340785
2,1,19.878704587505613
2,1,19.3857808892531
2,1,20.433714100901682
2,1,24.639935050039462
2,1,23.639747287395053
2,1,24.30071039832952
2,1,17.409316792340785
2,1,19.878704587505613
2,1,19.3857808892531
2,1,20.433714100901682
2,1,24.639935050039462
2,1,23.639747287395053
2,1,24.30071039832952
2,1,17.409316792340785
2,1,19.878704587505613
2,1,19.3857808892531
2,1,20.433714100901682
2,1,24.639935050039462
2,1,23.639747287395053
2,1,24.30071039832952
2,1,17.409316792340785
2,1,19.878704587505613
2,1,19.3857808892531
2,1,20.433714100901682
2,1,24.639935050039462
2,1,23.639747287395053
2,1,24.30071039832952
2,1,17.409316792340785
2,1,19.878704587505613
2,1,19.3857808892531
2,1,23.47169172589424
2,1,27.123613784173195
2,1,28.34574939358703
2,1,29.115620211795306
2,1,17.237967880304733
2,1,21.902517892522365
2,1,22.431051480709208
2,1,23.47169172589424
2,1,27.123613784173195
2,1,28.34574939358703
2,1,29.115620211795306
2,1,17.237967880304733
2,1,21.902517892522365
2,1,22.431051480709208
2,1,23.47169172589424
2,1,27.123613784173195
2,1,28.34574939358703
2,1,29.115620211795306
2,1,17.237967880304733
2,1,21.902517892522365
2,1,22.431051480709208
2,1,23.47169172589424
2,1,27.123613784173195
2,1,28.34574939358703
2,1,29.115620211795306
2,1,17.237967880304733
2,1,21.902517892522365
2,1,22.431051480709208
2,1,25.53329055995081
2,1,30.21599716893313
2,1,32.32657779681991
2,1,32.37512778974065
2,1,21.847627314245123
2,1,25.190277613272293
2,1,24.960002575048684
2,1,25.53329055995081
2,1,30.21599716893313
2,1,32.32657779681991
2,1,32.37512778974065
2,1,21.847627314245123
2,1,25.190277613272293
2,1,24.960002575048684
2,1,25.53329055995081
2,1,30.21599716893313
2,1,32.32657779681991
2,1,32.37512778974065
2,1,21.847627314245123
2,1,25.190277613272293
2,1,24.960002575048684
2,1,25.53329055995081
2,1,30.21599716893313
2,1,32.32657779681991
2,1,32.37512778974065
2,1,21.847627314245123
2,1,25.190277613272293
2,1,24.960002575048684
2,1,25.53329055995081
2,1,30.21599716893313
2,1,32.32657779681991
3,1,16.916374544913864
3,1,19.337978077572362
3,1,19.632289460904936
3,1,20.916797547025457
3,1,19.74413342283342
3,1,21.202419133652725
3,1,20.13858226570471
3,1,16.916374544913864
3,1,19.337978077572362
3,1,19.632289460904936
3,1,20.916797547025457
3,1,19.74413342283342
3,1,21.202419133652725
3,1,20.13858226570471
3,1,16.916374544913864
3,1,19.337978077572362
3,1,19.632289460904936
3,1,20.916797547025457
3,1,19.74413342283342
3,1,21.202419133652725
3,1,20.13858226570471
3,1,16.916374544913864
3,1,19.337978077572362
3,1,19.632289460904936
3,1,20.916797547025457
3,1,19.74413342283342
3,1,21.202419133652725
3,1,20.13858226570471
3,1,16.916374544913864
3,1,19.337978077572362
3,1,19.632289460904936
3,1,22.477829941909395
3,1,23.73350604758981
3,1,24.066852408830904
3,1,24.16095253000839
3,1,17.079526393228576
3,1,21.054267780894715
3,1,21.48931442465343
3,1,22.477829941909395
3,1,23.73350604758981
3,1,24.066852408830904
3,1,24.16095253000839
3,1,17.079526393228576
3,1,21.054267780894715
3,1,21.48931442465343
3,1,22.477829941909395
3,1,23.73350604758981
3,1,24.066852408830904
3,1,24.16095253000839
3,1,17.079526393228576
3,1,21.054267780894715
3,1,21.48931442465343
3,1,22.477829941909395
3,1,23.73350604758981
3,1,24.066852408830904
3,1,24.16095253000839
3,1,17.079526393228576
3,1,21.054267780894715
3,1,21.48931442465343
3,1,20.944483005986108
3,1,27.898842072494613
3,1,28.175639455315928
3,1,27.308024344936122
3,1,20.790847285725555
3,1,23.16455289619595
3,1,23.61031182960934
3,1,20.944483005986108
3,1,27.898842072494613
3,1,28.175639455315928
3,1,27.308024344936122
3,1,20.790847285725555
3,1,23.16455289619595
3,1,23.61031182960934
3,1,20.944483005986108
3,1,27.898842072494613
3,1,28.175639455315928
3,1,27.308024344936122
3,1,20.790847285725555
3,1,23.16455289619595
3,1,23.61031182960934
3,1,20.944483005986108
3,1,27.898842072494613
3,1,28.175639455315928
3,1,27.308024344936122
3,1,20.790847285725555
3,1,23.16455289619595
3,1,23.61031182960934
3,1,20.944483005986108
3,1,27.898842072494613
3,1,28.175639455315928
4,1,13.943345132957411
4,1,17.336244303422458
4,1,17.46214063593412
4,1,17.986160041193465
4,1,19.69594500581529
4,1,19.956988771908456
4,1,19.41865326634075
4,1,13.943345132957411
4,1,17.336244303422458
4,1,17.46214063593412
4,1,17.986160041193465
4,1,19.69594500581529
4,1,19.956988771908456
4,1,19.41865326634075
4,1,13.943345132957411
4,1,17.336244303422458
4,1,17.46214063593412
4,1,17.986160041193465
4,1,19.69594500581529
4,1,19.956988771908456
4,1,19.41865326634075
4,1,13.943345132957411
4,1,17.336244303422458
4,1,17.46214063593412
4,1,17.986160041193465
4,1,19.69594500581529
4,1,19.956988771908456
4,1,19.41865326634075
4,1,13.943345132957411
4,1,17.336244303422458
4,1,17.46214063593412
4,1,18.024144101071748
4,1,20.04928563237418
4,1,20.75526437224456
4,1,21.962446030309206
4,1,13.75541774232259
4,1,16.971630751537834
4,1,17.73277020496367
4,1,18.024144101071748
4,1,20.04928563237418
4,1,20.75526437224456
4,1,21.962446030309206
4,1,13.75541774232259
4,1,16.971630751537834
4,1,17.73277020496367
4,1,18.024144101071748
4,1,20.04928563237418
4,1,20.75526437224456
4,1,21.962446030309206
4,1,13.75541774232259
4,1,16.971630751537834
4,1,17.73277020496367
4,1,18.024144101071748
4,1,20.04928563237418
4,1,20.75526437224456
4,1,21.962446030309206
4,1,13.75541774232259
4,1,16.971630751537834
4,1,17.73277020496367
4,1,20.29693653439784
4,1,24.357880843353886
4,1,24.248741368571174
4,1,25.391361178994547
4,1,19.619516956697854
4,1,22.13183011897318
4,1,22.270459611136385
4,1,20.29693653439784
4,1,24.357880843353886
4,1,24.248741368571174
4,1,25.391361178994547
4,1,19.619516956697854
4,1,22.13183011897318
4,1,22.270459611136385
4,1,20.29693653439784
4,1,24.357880843353886
4,1,24.248741368571174
4,1,25.391361178994547
4,1,19.619516956697854
4,1,22.13183011897318
4,1,22.270459611136385
4,1,20.29693653439784
4,1,24.357880843353886
4,1,24.248741368571174
4,1,25.391361178994547
4,1,19.619516956697854
4,1,22.13183011897318
4,1,22.270459611136385
4,1,20.29693653439784
4,1,24.357880843353886
4,1,24.248741368571174
5,1,10.285453359311985
5,1,10.819995928777935
5,1,12.59571149308507
5,1,12.971636099449675
5,1,13.522987122664052
5,1,13.844473950335864
5,1,14.113804087639226
5,1,10.285453359311985
5,1,10.819995928777935
5,1,12.59571149308507
5,1,12.971636099449675
5,1,13.522987122664052
5,1,13.844473950335864
5,1,14.113804087639226
5,1,10.285453359311985
5,1,10.819995928777935
5,1,12.59571149308507
5,1,12.971636099449675
5,1,13.522987122664052
5,1,13.844473950335864
5,1,14.113804087639226
5,1,10.285453359311985
5,1,10.819995928777935
5,1,12.59571149308507
5,1,12.971636099449675
5,1,13.522987122664052
5,1,13.844473950335864
5,1,14.113804087639226
5,1,10.285453359311985
5,1,10.819995928777935
5,1,12.59571149308507
5,1,13.051617006660354
5,1,16.638407038158842
5,1,17.870796894782767
5,1,17.69083770663038
5,1,11.546392657547356
5,1,13.060364602422453
5,1,13.463479210246241
5,1,13.051617006660354
5,1,16.638407038158842
5,1,17.870796894782767
5,1,17.69083770663038
5,1,11.546392657547356
5,1,13.060364602422453
5,1,13.463479210246241
5,1,13.051617006660354
5,1,16.638407038158842
5,1,17.870796894782767
5,1,17.69083770663038
5,1,11.546392657547356
5,1,13.060364602422453
5,1,13.463479210246241
5,1,13.051617006660354
5,1,16.638407038158842
5,1,17.870796894782767
5,1,17.69083770663038
5,1,11.546392657547356
5,1,13.060364602422453
5,1,13.463479210246241
5,1,16.367060162680232
5,1,17.201291436911337
5,1,17.726342743877503
5,1,18.576312625067935
5,1,13.82647019291911
5,1,15.529119033805673
5,1,16.53484740278791
5,1,16.367060162680232
